,exclusivity_code,exclusivity_code_desc,edition
2551,I-179,NOSOCOMIAL PNEUMONIA-MILD TO MODERATE AND SEVERE CAUSED BY HAEMOPHILUS INFLUENZAE OR KLEBSIELLA PNEUMONIAE,2001
2552,I-180,TREATMENT OF PLANTAR TINEA PEDIS (MOCCASIN TYPE),2001
2553,I-181,TREATMENT OF PATIENTS WITH COMPLEX PARTIAL SEIZURES WITH AND WITHOUT SECONDARY GENERALIZATION,2001
2554,I-182,TREATMENT OF GROWTH FAILURE ASSOCIATED WITH TURNER SYNDROME,2001
2555,I-183,MAINTENANCE THERAPY IN THE MANAGEMENT OF MILD TO MODERATE ASTHMA IN PEDIATRIC PATIENTS AGES 6-11,2001
2556,I-184,TREATMENT OF PANIC DISORDER AT A RECOMMENDED DOSE RANGE OF 1 TO 2 MG/DAY (MAXIMUM OF 4MG),2001
2557,I-185,PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2001
2558,I-186,TREATMENT OF TINEA (PITYRIASIS) VERSICOLOR CAUSED BY OR PRESUMED TO BE CAUSED BY PITYROSPORUM ORBICULARE (ALSO KNOWN AS MALASSEZIA FURFUR OR M. ORBICULARE),2001
2559,I-187,PREVENTION OF FRACTURES IN THE TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,2001
2560,I-188,TREATMENT OF ACUTE SINUSITIS AND ACUTE EXACERBATION OF CHRONIC SINUSITIS,2001
2561,I-189,TREATMENT OF ACUTE OTITIS MEDIA IN PEDIATRIC PATIENTS,2001
2562,I-190,PLANAR IMAGING AS A SECOND LINE DIAGNOSTIC DRUG AFTER MAMMOGRAPHY TO ASSIST IN THE EVALUATION OF BREAST LESIONS IN PATIENTS WITH AN ABNORMAL MAMMOGRAM OR A PALPABLE BREAST MASS,2001
2563,I-191,ENDOMETRIAL THINNING AGENT PRIOR TO ENDOMETRIAL ABLATION FOR DYSFUNCTIONAL UTERINE BLEEDING,2001
2564,I-192,"THE PREVENTION OF DEEP VEIN THROMBOSIS, WHICH MAY LEAD TO PULMONARY EMBOLISM, IN PATIENTS UNDERGOING ABDOMINAL SURGERY WHO ARE AT RISK FOR THROMBOEMBOLIC COMPLICATIONS AND A NEW DOSAGE REGIMEN. 40MG ONCE DAILY, FOR THIS INDICATION",2001
2565,I-193,TREATMENT OF PANIC DISORDER IN A RECOMMENDED DOSE RANGE OF 50 TO 200MG/DAY,2001
2566,I-194,CONGESTIVE HEART FAILURE,2001
2567,I-195,USE OF LANSOPRAZOLE IN COMBINATION WITH CLARITHROMYCIN AND AMOXICILLIN FOR THE ERADICATION OF HELICOBACTER PYLORI IN PATIENTS WITH ACTIVE DUODENAL ULCER DISEASE OR A ONE-YEAR HISTORY OF DUODENAL ULCER,2001
2568,I-196,ACUTE TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,2001
2569,I-197,MAINTENANCE OF HEALING OF DUODENAL ULCER,2001
2570,I-198,USE OF LANSOPRAZOLE IN COMBINATION WITH AMOXICILLIN FOR THE ERADICATION OF HELICOBACTER PYLORI IN PATIENTS WITH ACTIVE DUODENAL ULCER DISEASE OR A ONE-YEAR HISTORY OF A DUODENAL ULCER,2001
2571,I-199,MONOTHERAPY AND COMBINATION THERAPY WITH SULFONYLUREAS IN THE TREATMENT OF TYPE II DIABETES,2001
2572,I-200,TREATMENT OF TINEA (PITYRIASIS) VERSICOLOR,2001
2573,I-201,EMPIRICAL THERAPY FOR FEBRILE NEUTROPENIC PATIENTS,2001
2574,I-202,SECOND-LINE TREATMENT OF AIDS-RELATED KAPOSI'S SARCOMA,2001
2575,I-203,MAINTENANCE OF REMISSION OF ULCERATIVE COLITIS,2001
2576,I-204,USE IN PEDIATRIC PATIENTS BETWEEN THE AGES OF 6 AND 11 FOR THE TREATMENT OF THE NASAL SYMPTOMS OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS,2001
2577,I-205,INITIAL ANTICONVULSANT TREATMENT OF STATUS EPILEPTICUS,2001
2578,I-206,TREATMENT OF EDEMA ASSOCIATED WITH CHRONIC RENAL FAILURE,2001
2579,I-207,FOR THE SUPPRESSION OF RECURRENT EPISODES OF GENITAL HERPES IN IMMUNOCOMPETENT ADULTS,2001
2580,I-208,TREATMENT OF OBSESSIVE COMPULSIVE DISORDER IN THE PEDIATRIC POPULATION,2001
2581,I-209,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA (PSVT),2001
2582,I-210,TO SLOW THE PROGRESSION OF CORONARY ATHEROSCLEROSIS IN PATIENTS WITH CORONARY HEART DISEASE AS PART OF A TREATENT STRATEGY TO LOWER TOTAL AND LDL CHOLESTEROL TO TARGET LEVELS,2001
2583,I-211,FOR USE IN THE PEDIATRIC POPULATION,2001
2584,I-212,TREATMENT OF SYMPTOMS OF DRY MOUTH IN PATIENTS WITH SJOGREN'S SYNDROME,2001
2585,I-213,TEMPORARY RELIEF OF PAIN AND PHOTOPHOBIA IN PATIENTS UNDERGOING CORNEAL REFRACTIVE SURGERY,2001
2586,I-214,TREATMENT OF OSTEOPOROSIS,2001
2587,I-215,PRE-PROCEDURAL APPLICATION TO ADULT MALE GENITAL SKIN PRIOR TO SITE-SPECIFIC SUBCUTANEOUS INFILTRATION WITH LIDOCAINE FOR THE REMOVAL OF GENITAL WARTS,2001
2588,I-216,"FOR THE LONG-TERM TWICE-DAILY (MORNING AND EVENING) ADMINISTRATION IN THE MAINTENANCE TREATMENT OF BRONCHOSPASM ASSOCIATED WITH COPD, INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA",2001
2589,I-217,"PREVENTION (DURING AND FOLLOWING HOSPITALIZATION) OF DEEP VEIN THROMBOSIS, WHICH MAY LEAD TO PULMONARY EMBOLISM, IN PATIENTS UNDERGOING HIP REPLACEMENT SURGERY",2001
2590,I-218,USE OF LIPITOR AS AN ADJUNCTIVE THERAPY TO DIET FOR THE TREATMENT OF PATIENTS WITH ELEVATED SERUM TRIGLYCERIDE LEVELS (FREDERICKSON TYPE IV),2001
2591,I-219,USE OF LIPITOR BY PATIENTS WITH PRIMARY DYSBETALIPOPROTEINEMIA (FREDERICKSON TYPE III) WHO DO NOT RESPOND ADEQUATELY TO DIET,2001
2592,I-220,"TREATMENT OF EPISODIC HEARTBURN, ACID INDIGESTION AND SOUR STOMACH",2001
2593,I-221,"TREATMENT OF BENIGN PROSTATIC HYPERPLASIA (BPH) IN MEN WITH AN ENLARGED PROSTATE TO IMPROVE SYMPTOMS, REDUCE THE RISK OF ACUTE URINARY RETENTION AND REDUCE THE RISK OF THE NEED OF SURGERY",2001
2594,I-222,"PREVENTION OF ISCHEMIC COMPLICATIONS OF UNSTABLE ANGINA AND NON-Q-WAVE MYOCARDIAL INFARCTION, WHEN CONCURRENTLY ADMINISTERED WITH ASPIRIN",2001
2595,I-223,USE IN THE SYMPTOMATIC RELIEF OF RHINORRHEA ASSOICATED WITH ALLERGIC AND NONALLERGIC PERENNIAL RHINITIS IN CHILDREN AGE 6-11 YEARS,2001
2596,I-224,FOR THE USE IN PEDIATRIC PATIENTS 4 TO 11 YEARS OF AGE FOR THE MANAGEMENT OF THE NASAL SYMPTOMS OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS,2001
2597,I-225,"USE IN PATIENTS WITH PREVIOUS MI AND NORMAL CHOLESTEROL LEVELS, TO REDUCE RISK OF RECURRENT MI, MYOCARDIAL REVASCULARIZATION, AND CEREBROVASCULAR DISEASE EVENTS",2001
2598,I-226,FIRST-LINE THERAPY FOR THE TREATMENT OF ADVANCED CARCINOMA OF THE OVARY IN COMBINATION WITH CISPLATIN,2001
2599,I-227,SHORT-TERM TREATMENT OF SYMPTOMATIC GASTROESOPHAGEAL REFLUX DISEASE (GERD),2001
2600,I-228,PREVENTION OF MEAL INDUCED HEARTBURN AT A DOSE OF 75MG TAKEN 30-60 MIN PRIOR TO A MEAL,2001
2601,I-229,"PRILOSEC (OMEPRAZOLE), AMOXICILLIN AND CLARITHROMYCIN FOR THE ERADICATION OF H, PYLORI IN PATIENTS WITH DUODENAL ULCER DISEASE",2001
2602,I-230,"IN COMBINATION WITH CISPLATIN, FOR THE FIRST-LINE TREATMENT OF NON-SMALL CELL LUNG CANCER IN PATIENTS WHO ARE NOT CANDIDATES FOR POTENTIALLY CURATIVE SURGERY AND/OR RADIATION",2001
2603,I-231,TREATMENT OF PATIENTS WITH LOCALLY ADVANCED OR METASTATIC BREAST CANCER AFTER FAILURE OF PRIOR CHEMOTHERAPY,2001
2604,I-232,TREATMENT OF RECURRENT MUCOCUTANEOUS HERPES SIMPLEX INFECTIONS IN HIV-AFFECTED PATIENTS AT A DOSE OF 500MG TWICE DAILY,2001
2605,I-233,PROPHYLACTIC USE TO REDUCE PERIOPERATIVE BLOOD LOSS AND THE NEED FOR BLOOD TRANSFUSION IN PATIENTS UNDERGOING CARDIOPULMONARY BYPASS IN THE COURSE OF CORONARY ARTERY BYPASS GRAFT SURGERY,2001
2606,I-234,FOR USE IN COMBINATION WITH CISPLATIN FOR THE FIRST-LINE TREATMENT OF PATIENTS WITH INOPERABLE LOCALLY ADVANCED (STAGE IIIA OR IIIB) OR METASTATIC (STAGE IV) NON-SMALL CELL LUNG CANCER,2001
2607,I-235,PREVENTION OF EXERCISE-INDUCED BRONCFIOSPASM IN PATIENTS 12 YEARS OF AGE AND OLDER,2001
2608,I-236,PREVENTION OF EXERCISE-INDUCED BRONCHOSPASM IN PATIENTS 4 YEARS OF AGE AND OLDER,2001
2609,I-237,MAINTENANCE TREATMENT OF ASTHMA AND PREVENTION OF BRONCHOSPASM IN PATIENTS 4 YEARS OF AGE AND OLDER,2001
2610,I-238,ADJUNCTIVE TREATMENT OF LENNOX-GASTAUT SYNDROME IN PEDIATRIC AND ADULT PATIENTS,2001
2611,I-239,TREATMENT OF PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA,2001
2612,I-240,MANAGEMENT OF SECONDARY HYPERPARATHYROIDISM AND RESULTANT METABOLIC BONE DISEASE IN PATIENTS WITH MODERATE TO SEVERE CHRONIC RENAL FAILURE (CCR 15 TO 55ML MIN) NOT YET ON DIALYSIS,2001
2613,I-241,USE IN PHOTODYNAMIC THERAPY (PDT) FOR REDUCTION OF OBSTRUCTION AND PALLIATION OF SYMPTOMS IN PATIENTS WITH COMPLETELY OR PARTIALLY OBSTRUCTING ENDOBRONCHIAL NONSMALL CELL LUNG CANCER,2001
2614,I-242,TREATMENT OF MODERATE TO SEVERE VASOMOTOR SYMPTOMS ASSOCIATED WITH THE MENOPAUSE AND IN THE TREATMENT OF VULVAR AND VAGINAL ATROPHY IN WOMEN WITH AN INTACT UTERUS,2001
2615,I-243,USE IN THE SYMPTOMATIC RELIEF OF RHINORRHEA ASSOCIATED WITH THE COMMON COLD IN CHILDREN AGE 5 TO 11 YEARS,2001
2616,I-244,REDUCE THE INCIDENCE OF BREAST CANCER IN WOMEN AT HIGH RISK FOR BREAST CANCER,2001
2617,I-245,TREATMENT OF ACUTE SINUSITIS,2001
2618,I-246,TREATMENT OF UNCOMPLICATED URINARY TRACT INFECTIONS,2001
2619,I-247,USE IN CONVERSION TO MONOTHERAPY IN ADULTS WITH PARTIAL SEIZURES WHO ARE RECEIVING TREATMENT WITH A SINGLE ENZYME-INDUCING ANTIEPILEPTIC DRUG,2001
2620,I-248,INPATIENT TREATMENT OF ACUTE DEEP VEIN THROMBOSIS WITH/WITHOUT PULMONARY EMBOLISM WHEN ADMIN IN CONJUNCTION WITH WARFARIN SODIUM AND OUTPATIENT TREATMENT OF ACUTE DEEP VEIN THROMBOSIS WITHOUT PULMONARY EMBOLISM WHEN ADMINISTERED IN CONJUNCITON WITH WARFARIN SODIUM,2001
2621,I-249,TREATMENT OF CHRONIC HEPATITIS C IN PATIENTS WITH COMPENSATED LIVER DISEASE PREVIOUSLY UNTREATED WITH ALPHA INTERFERON THERAPY,2001
2622,I-250,PRIMARY PREVENTION OF CORONARY HEART DISEASE IN PATIENTS WITHOUT SYMPTOMATIC CARDIOVASCULAR DISEASE WHO HAVE AVERAGE TO MODERATELY ELEVATED TOTAL-C AND LDL-C AND BELOW AVERAGE HDL-C,2001
2623,I-251,TREATMENT OF GENERALIZED ANXIETY DISORDER,2001
2624,I-252,NEW COMBINATION USE OF PRECOSE FOR PATIENTS WITH TYPE 2 DIABETES TREATED WITH DIET PLUS METFORMIN,2001
2625,I-253,COMBINATION USE OF PRECOSE FOR PATIENTS WITH TYPE 2 DIABETES TREATED WITH DIET PLUS INSULIN,2001
2626,I-254,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS (LOSS OF BONE MASS),2001
2627,I-255,PREVENTION OF PNEUMOCYSTIS CARINII PNEUMONIA (PCP),2001
2628,I-256,USE IN TREATMENT OF SMALL CELL LUNG CANCER SENSITIVE DISEASE AFTER FAILURE OF FIRST-LINE CHEMOTHERAPY,2001
2629,I-257,TREATMENT OF CHRONIC HEPATITIS B ASSOCIATED WITH EVIDENCE OF HEPATITIS B VIRAL REPLICATION AND ACTIVE LIVER INFLAMMATION,2001
2630,I-258,FOR PERENNIAL NONALLERGIC RHINITIS FOR AGES FOUR AND ABOVE,2001
2631,I-259,"PROPHYLAXIS OF DEEP VEIN THROMBOSIS (DVT), WHICH MAY LEAD TO PULMONARY EMBOLISM, IN PATIENTS UNDERGOING HIP REPLACEMENT SURGERY",2001
2632,I-260,EXPANDED PEDIATRIC USE IN CHILDREN YOUNGER THAN ONE MONTH OF AGE TO BIRTH (WITH A GESTATIONAL AGE OF 37 WEEKS OR GREATER),2001
2633,I-261,TREATMENT OF SOCIAL ANXIETY DISORDER,2001
2634,I-262,TREATMENT OR PREVENTION OF BRONCHOSPASM WITH REVERSIBLE OBSTRUCTIVE AIRWAY DISEASE AND FOR THE PREVENTION OF EXERCISE INDUCED BRONCHOSPASM IN CHILDREN AGES 4-12,2001
2635,I-263,TREATMENT OF UNSTABLE ANGINA AND NON-Q-WAVE MYOCARDIAL INFARCTION FOR THE PREVENTION OF ISCHEMIC COMPLICATIONS IN PATIENTS ON CONCURRENT ASPIRIN THERAPY,2001
2636,I-264,"PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH RADIATION, INCLUDING TOTAL BODY IRRADIATION (TBI) AND FRACTIONATED ABDOMINAL RADIATION",2001
2637,I-265,TREATMENT OF ATOPIC DERMATITIS IN PEDIATRIC PATIENTS 6 YEARS AND OLDER,2001
2638,I-266,USE OF TOPAMAX AS ADJUNCTIVE THERAPY IN PEDIATRIC PATIENTS AGES 2-16 YEARS WITH PARTIAL ONSET SEIZURES,2001
2639,I-267,USE IN PEDIATRIC PATIENTS 3 MONTHS OLD AND OLDER-FOR CORTICOSTEROID-RESPONSIVE DERMATOSES,2001
2640,I-268,PROPHYLAXIS AND CHRONIC TREATMENT OF ASTHMA IN PATIENTS 7-11 YEARS OF AGE,2001
2641,I-269,"PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH HIGHLY EMETOGENIC CANCER CHEMOTHERAPY, INCLUDING CISPLATIN",2001
2642,I-270,ADJUVANT TREATMENT OF NODE-POSITIVE BREAST CANCER ADMINISTERED SEQUENTIALLY TO STANDARD DOXORUBICIN-CONTAINING COMBINATION CHEMOTHERAPY,2001
2643,I-271,TREATMENT OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN,2001
2644,I-272,TREATMENT OF GLUCOCORTICOID-INDUCED OSTEOPOROSIS IN MEN AND WOMEN RECEIVING GLUCOCORTICOIDS IN A DAILY DOSE EQUIVALENT TO 7.5MG OR GREATER OF PREDNISONE AND WHO HAVE LOW BONE MINERAL DENSITY,2001
2645,I-273,ADJUNCT TO DIET TO INCREASE HDL-C IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA (HETEROZYGOUS FAMILIAL AND NONFAMILIAL) AND MIXED DYSLIPIDEMIA (FREDERICKSON TYPES IIA AND IIB),2001
2646,I-274,USE OF TOPAMAX AS ADJUNCTIVE THERAPY IN THE TREATMENT OF PRIMARY GENERALIZED TONIC-CLONIC SEIZURES,2001
2647,I-275,USE IN COMBINATION WITH METFORMIN AND SULFONYLUREAS IN PATIENTS WITH TYPE 2 DIABETES,2001
2648,I-276,USE OF REZULIN IN COMBINATION WITH METFORMIN AND SULFONYLUREAS IN PATIENTS WITH TYPE 2 DIABETES,2001
2649,I-277,TREATMENT OF TYPE III HYPERLIPOPROTEINEMIA,2001
2650,I-278,TREATMENT OF PATIENTS WITH ISOLATED HYPERTRIGLYCERIDEMIA (FREDERICKSON TYPE IV),2001
2651,I-279,TREATMENT OF POST-TRAUMATIC STRESS DISORDER,2001
2652,I-280,USE OF CARNITOR INJECTION FOR THE PREVENTION AND TREATMENT OF CARNITINE DEFICIENCY IN PATIENTS WITH END STAGE RENAL DISEASE WHO ARE UNDERGOING DIALYSIS,2001
2653,I-281,INCREASING HDL-C IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA (HETEROZYGOUS FAMILIAL AND NON-FAMILIAL) AND MIXED DYSLIPIDEMIA (FREDERICKSON TYPES IIA AND IIB),2001
2654,I-282,TREATMENT OF PATIENTS WITH LOCALLY ADVANCED OR METASTATIC NON-SMALL CELL LUNG CANCER AFTER FAILURE OF PRIOR PLATINUM-BASED CHEMOTHERAPY,2001
2655,I-283,"TO REDUCE THE INCIDENCE OF MODERATE TO SEVERE XEROSTOMIA IN PATIENTS UNDERGOING POST-OPERATIVE RADIATION TREATMENT FOR HEAD AND NECK CANCER, WHERE THE RADIATION PORT INCLUDES A SUBSTANTIAL PORTION OF THE PAROTID GLANDS",2001
2656,I-284,TO REDUCE THE NUMBER OF ADENOMATOUS COLORECTAL POLYPS IN FAMILIAL ADENOMATOUS POLYPOSIS PATIENTS AS AN ADJUNCT TO USUAL CARE,2001
2657,I-285,TREATMENT OF NASAL SYMPTOMS OF SEASONAL AND PERENNIAL RHINITIS IN ADULTS AND CHILDREN 3 YEARS OF AGE AND OLDER,2001
2658,I-286,TREATMENT OF PATIENTS WITH FREDERICKSON TYPE III,2001
2659,I-287,USE OF PRAVASTATIN IN PATIENTS WITH EVIDENT CORONARY HEART DISEASE TO REDUCE THE RISK OF TOTAL MORTALITY BY REDUCING CORONARY DEATH,2001
2660,I-288,CHANGES SEVERAL SECTIONS OF THE PACKAGE INSERT TO INCORPORATE STATEMENTS CONCERNING THE USE OF HIGH DOSES OF LISINOPRIL TO REDUCE THE RISK OF THE COMBINED OUTCOMES OF MORTALITY AND HOSPITALIZATION IN PATIENTS WITH CONGESTIVE HEART FAILURE,2001
2661,I-289,USE OF AVANDIA IN COMBINATION WITH A SULFONYLUREA IN PATIENTS WITH TYPE 2 DIABETES MELLLITUS WHEN DIET AND EXERCISE WITH EITHER SINGLE AGENT DOES NOT ACHIEVE ADEQUATE GLYCEMIC CONTROL,2001
2662,I-290,TREATMENT OF CORTICOSTEOID-INDUCED OSTEOPOROSIS,2001
2663,I-291,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS,2001
2664,I-292,TREATMENT OF POSTMENOPAUSAL OSTEOPOROSIS,2001
2665,I-293,TREATMENT OF CORTICOSTEROID-INDUCED OSTEOPOROSIS,2001
2666,I-294,TREATMENT OF UNCOMPLICATED ACUTE ILLNESS DUE TO INFLUENZA A AND B IN PEDIATRIC PATIENTS 7 YEARS AND OLDER WHO HAVE BEEN SYMPTOMATIC FOR NO MORE THAN 2 DAYS,2001
2667,I-295,PREVENTION OF POSTMENOPAUSAL OSTEOPOROSIS FOR WOMEN WITH AN INTACT UTERUS,2001
2668,I-296,LONG-TERM INTRAVENOUS TREATMENT OF PULMONARY HYPERTENSION ASSOCIATED WITH THE SCLERODERMA SPECTRUM OF DISEASE IN NYHA CLASS III AND CLASS IV PATIENTS WHO DO NOT RESPOND TO CONVENTIONAL THERAPY,2001
2669,I-297,SHORT-TERM TREATMENT OF ACUTE MANIC EPISODES ASSOCIATED WITH BIPOLAR I DISORDER,2001
2670,I-298,TREATMENT OF PATIENTS WITH FREDERICKSON TYPE IIA AND IIB HYPERLIPOPROTEINEMIA,2001
2671,I-299,USE OF CAMPTOSAR AS A COMPONENT OF FIRST-LINE THERAPY IN COMBINATION WITH 5-FLUROURACIL AND LEUCOVARIN FOR PATIENTS WITH METASTATIC CARCINOMA OF THE COLON OR RECTUM,2001
2672,I-300,PROPHYLAXIS FOR ASTHMA IN CHILDREN 2-5 YEARS OF AGE,2001
2673,I-301,TREATMENT OF SIGNS AND SYMPTOMS OF ALLERGIC CONJUNCTIVITIS,2001
2674,I-302,TREATMENT OF PEDIATRIC PATIENTS WITH PRADER-WILLI SYNDROME,2001
2675,I-303,INCREASING HDL-CHOLESTEROL IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA AND MIXED DYSLIPIDEMIAS,2001
2676,I-304,TREATMENT OF PATIENTS WITH FREDERICKSON TYPE IV,2001
2677,I-305,TREATMENT OF LEVOFLOXACIN SUSCEPTIBLE STRAINS OF PENICILLIN-RESISTANT STREPTOCOCCUS PNEUMONIAE IN PATIENTS WITH COMMUNITY ACQUIRED PNEUMONIA,2001
2678,I-306,INDUCTION OF SPERMATOGENESIS IN MEN WITH PRIMARY AND SECONDARY IIYPOGONADOTROPIC HYPOGONADISM IN WHOM THE CAUSE OF INFERTILITY IS NOT DUE TO PRIMARY TESTICULAR FAILURE,2001
2679,I-307,NEW COMBINATION USE OF METFORMIN AND INSULIN IN TYPE 2 DIABETES,2001
2680,I-308,TREATMENT OF PEDIATRIC PATIENTS WITH POLYARTICULAR COURSE JUVENILE RHEUMOTOID ARTHRITIS WHO RESPONDED INADEQUATELY TO SALICYLATES OR OTHER NSAIDS,2001
2681,I-309,INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS,2001
2682,I-310,"REDUCTION IN RISK OF MYOCARDIAL INFARCTION, STROKE, AND DEATH FROM CARDIOVASCULAR CAUSES",2001
2683,I-311,ADJUNCTIVE THERAPY IN THE TREATMENT OF PARTIAL SEIZURES IN PEDIATRIC PATIENTS AGE 3 TO 12 YEARS.,2001
2684,I-312,FIRST LINE TREATMENT OF POSTMENOPAUSAL WOMEN WITH HORMONE RECEPTOR POSITIVE OR HORMONE RECEPTOR UNKNOWN LOCALLY ADVANCED OR METASTATIC BREAST CANCER,2001
2685,I-313,EXTENSION OF INDICATION TO PROVIDE FOR MAINTENANCE OF RESPONSE,2001
2686,I-314,TOPICAL ANESTHETIC FOR SUPERFICIAL MINOR SURGERY OF GENITAL MUCOUS MEMBRANES AND AS AN ADJUNCT FOR LOCAL INFILTRATION ANESTHESIA IN GENITAL MUCOUS MEMBRANES,2001
2687,I-315,"THROMBOPROPHYLAXIS OF DEEP VEIN THROMBOSIS, WHICH MAY LEAD TO PULMONARY EMBOLISM, IN MEDICAL PATIENTS WHO ARE AT RISK FOR THROMBOEMBOLIC COMPLICATIONS DUE TO SEVERELY RESTRICTED MOBILITY DURING ACUTE ILLNESS",2001
2688,I-316,TREATMENT OF NSAID-ASSOCIATED GASTRIC ULCER PATIENTS WHO CONTINUE NSAID USE AND REDUCING RISK OF NSAID-ASSOCIATED GASTRIC ULCERS IN PATIENTS WITH HISTORY OF DOCUMENTED GASTRIC ULCER WHO REQUIRE USE OF AN NSAID,2001
2689,I-317,PROPHYLAXIS OF INFLUENZA IN ADULTS AND ADOLESCENTS 13 YEARS AND OLDER,2001
2690,I-318,FIRSTLINE TREATMENT OF POSTMENOPAUSAL WOMEN WITH HORMONE RECEPTOR POSITIVE OR HORMONE RECEPTOR UNKNOWN LOCALLY ADVANCED OR METASTATIC BREAST CANCER,2001
2691,I-319,"USE FOR SUSPECTED OR CONFIRMED METHANOL POISONING, EITHER ALONE OR IN COMBINATION WITH HEMODIALYSIS",2001
2692,I-320,TREATMENT OF TYPE 2 DIABETES IN PEDIATRIC PATIENTS (AGES 10-16 YEARS),2001
2693,M-1,INFORMATION REGARDING SUPERIORITY CLAIM OVER RANITIDINE FOR DAY AND NIGHT HEARTBURN ADDED TO CLINICAL STUDIES SECTION,2001
2694,M-2,APPROVAL FOR ADDTION TO CLINICAL PHARMACOLOGY SECTION OF THE LABEL REGARDING (1) IMPROVEMENT IN BONE MINERAL DENSITY IN CHILDHOOD-ONSET ADULT GROWTH HORMONE DEFICIENT PATIENTS AND (2) INCREASES IN SERUM ALKALINE PHOSPHATASE,2001
2695,M-3,ADDITION OF EFFICACY AND SAFETY INFORMATION IN WHICH FOSAMAX WAS USED CONCOMITANTLY WITH ESTROGEN ALONE OR WITH ESTROGEN PLUS PROGESTIN,2001
2696,M-4,CHANGES TO PEDIATRIC USE SECTION TO PROVIDE INFORMATION REGARDING SAFETY AND EFFICACY IN PEDIATRIC PATIENTS AS YOUNG AS 2 YEARS OLD,2001
2697,M-5,INFORMATION REGARDING EFFECTS IN PATIENTS WITH ASTHMA ON CONCOMITANT INHALED CORTICOSTEROIDS IN CLINICAL PHARMACOLOGY SECTION,2001
2698,ODE,ORPHAN DRUG EXCLUSIVITY,2002
2699,NR,NEW ROUTE,2002
2700,NP,NEW PRODUCT,2002
2701,NDF,NEW DOSAGE FORM,2002
2702,PC,PATENT CHALLENGE,2002
2703,NCE,NEW CHEMICAL ENTITY,2002
2704,NC,NEW COMBINATION,2002
2705,D,"NEW DOSING SCHEDULE (SEE REFERENCES, BELOW)",2002
2706,NP*,NEW PRODUCT (MINT FLAVORED),2002
2707,PED,PEDIATRIC EXCLUSIVITY,2002
2708,NS,NEW STRENGTH,2002
2709,NPP,NEW PATIENT POPULATION,2002
2710,NE,NEW ESTER OR SALT OF AN ACTIVE INGREDIENT,2002
2711,I,"NEW INDICATION (SEE REFERENCES, BELOW)",2002
2712,D-1,ONCE A DAY APPLICATION,2002
2713,D-2,ONCE DAILY DOSING,2002
2714,D-3,SEVEN DAYS/SEVEN DAYS/SEVEN DAYS DOSING SCHEDULE,2002
2715,D-4,SEVEN DAYS/FOURTEEN DAYS DOSING SCHEDULE,2002
2716,D-5,TEN DAYS/ELEVEN DAYS DOSING SCHEDULE,2002
2717,D-6,SEVEN DAYS/NINE DAYS/FIVE DAYS DOSING SCHEDULE,2002
2718,D-7,BID DOSING,2002
2719,D-8,"INTRAVENOUS, EPIDURAL AND INTRATHECAL DOSING",2002
2720,D-9,NARCOTIC OVERDOSE IN ADULTS,2002
2721,D-10,NARCOTIC OVERDOSE IN CHILDREN,2002
2722,D-11,POSTOPERATIVE NARCOTIC DEPRESSION IN CHILDREN,2002
2723,D-12,BEDTIME DOSING OF 800MG FOR TREATMENT FOR TREATMENT OF ACTIVE DUODENAL ULCER,2002
2724,D-13,INCREASED MAXIMUM DAILY DOSAGE RECOMMENDATION,2002
2725,D-14,BEDTIME DOSING OF 800MG FOR TREATMENT OF ACTIVE BENIGN GASTRIC ULCER,2002
2726,D-15,SINGLE DAILY DOSE OF 25MG/37.5MG,2002
2727,D-16,CONTINUOUS INTRAVENOUS INFUSION,2002
2728,D-17,400MG EVERY 12 HOURS FOR THREE DAYS FOR UNCOMPLICATED URINARY TRACT INFECTIONS,2002
2729,D-18,LOWER RECOMMENDED STARTING DOSE GUIDELINES,2002
2730,D-19,BOLUS DOSING GUIDELINES,2002
2731,D-20,SINGLE 32MG DOSE,2002
2732,D-21,ALTERNATIVE DOSAGE OF 300MG ONCE DAILY AFTER THE EVENING MEAL,2002
2733,D-22,REDUCTION IN INFUSION TIME FROM 24 TO 4 HOURS FOR THE 60MG DOSE,2002
2734,D-23,INCREASE MAXIMUM DOSE AND VARIATIONS IN THE DOSING REGIMEN,2002
2735,D-24,FOR OVARIAN CANCER THE RECOMMENDED REGIMEN IS 135MG/M^2 OR 175MG/M^2 OVER THREE HOURS EVERY THREE WEEKS,2002
