,use_code,use_code_desc,edition
1656,U-119,TREATMENT OF NASAL HYPERSECRETION,2001
1657,U-120,CONTROLLING OR PREVENTING POST-OPERATIVE INTRAOCULAR PRESSURE RISES ASSOCIATED WITH OPHTHALMIC LASER SURGICAL PROCEDURES,2001
1658,U-121,METHOD OF TREATING CONDITIONS MEDIATED THROUGH HISTAMINE H2-RECEPTORS,2001
1659,U-122,A THERAPEUTIC METHOD FOR CONTROLLING THROMBOSIS,2001
1660,U-123,METHOD FOR CONTROLLING THROMBOSIS AND DECREASING BLOOD HYPERCOAGULATION AND HEMORRHAGING RISKS,2001
1661,U-124,TREATMENT OF ACNE,2001
1662,U-125,TREATING NEUROGENERATIVE DISEASES,2001
1663,U-126,TREATMENT OF GASTRITIS,2001
1664,U-127,METHOD OF PRODUCING NEUROMUSCULAR BLOCKADE,2001
1665,U-128,METHODS FOR TREATMENT OF TUMORS,2001
1666,U-129,METHOD TO DESTROY OR IMPAIR TARGET CELLS,2001
1667,U-130,MANAGEMENT OF PATIENTS WITH MASTOCYTOSIS,2001
1668,U-131,PHOTODAMAGED SKIN,2001
1669,U-132,INHIBITING HIV PROTEASE,2001
1670,U-133,MANAGEMENT OF OBESITY INCLUDING WEIGHT LOSS AND MAINTENANCE IN PATIENTS ON A REDUCED-CALORIE DIET,2001
1671,U-134,TREATMENT OF ACNE VULGARIS,2001
1672,U-135,ANTITUMOR AGENT,2001
1673,U-136,PROCESS FOR WASTE NITROGEN REMOVAL,2001
1674,U-137,METHOD OF TREATING BACTERIAL VAGINOSIS,2001
1675,U-138,TREATMENT OF ALLERGIC RHINITIS,2001
1676,U-139,TREATMENT OF ALLERGIC REACTIONS,2001
1677,U-140,USE OF NORVIR TO INHIBIT HIV PROTEASE OR TO INHIBIT AN HIV INFECTION,2001
1678,U-141,TREATMENT OF ULCERATIVE COLITIS,2001
1679,U-142,METHOD OF TREATING ALLERGIC REACTIONS IN A MAMMAL BY USING THIS ACTIVE METABOLITE,2001
1680,U-143,BIODEGRADABLE SUPERPARAMAGNETIC METAL OXIDES AS CONTRAST AGENTS FOR MR IMAGING,2001
1681,U-144,BIOLOGICALLY DEGRADABLE SUPERPARAMAGNETIC MATERIALS FOR USE IN CLINICAL APPLICATIONS,2001
1682,U-145,BIOLOGICALLY DEGRADABLE SUPERPARAMAGNETIC PARTICLES FOR USE AS NUCLEAR MAGNETIC RESONANCE IMAGING AGENTS,2001
1683,U-146,METHOD OF TREATING SUSCEPTIBLE NEOPLASMS IN MAMMALS,2001
1684,U-147,DETECTION OF GASTROINTESTINAL DISORDERS AND THE SUBSEQUENT BREATH COLLECTION AND MEASUREMENT OF 13CO2,2001
1685,U-148,DEVICE FOR COLLECTING A BREATH SAMPLE,2001
1686,U-149,"METHOD OF TREATING AN ANIMAL, INCLUDING A HUMAN SUFFERING FROM OR SUSCEPTIBLE TO PSYCHOSIS, ACUTE MANIA OR MILD ANXIETY STATES",2001
1687,U-150,METHOD OF USE FOR CONTROLLING HYPERGLYCEMIA BY ADMINISTRATION OF THIS SUSTAINED RELEASE DOSAGE FORM OF GLIPIZIDE,2001
1688,U-151,RELIEF OF SYMPTOMS OF THE COMMON COLD,2001
1689,U-152,METHOD OF TREATING ANXIETY RELATED DISORDERS INCLUDING OBSESSIVE COMPULSIVE DISORDER,2001
1690,U-153,TREATMENT OF INITIAL EPISODE GENITAL HERPES,2001
1691,U-154,METHOD OF TREATING ANIMALS SUFFERING FROM AN APPETITE DISORDER,2001
1692,U-155,TREATMENT OF ERECTILE DYSFUNCTION,2001
1693,U-156,METHOD OF PROVIDING ANESTHESIA,2001
1694,U-157,TREATMENT OF A HUMAN SUFFERING FROM VITAMIN BI2 DEFICIENCY,2001
1695,U-158,ANGINA,2001
1696,U-159,TREATMENT OF INTERSTITIAL CYSTITIS,2001
1697,U-160,TREATMENT OF BACTERIAL INFECTIOUS DISEASE,2001
1698,U-161,METHOD OF INHIBITING CHOLESTEROL BIOSYNTHESIS IN A PATIENT,2001
1699,U-162,METHOD OF USE TO INHIBIT CHOLESTEROL SYNTHESIS IN A HUMAN SUFFERING FROM HYPERCHOLESTEROLEMIA,2001
1700,U-163,METHOD OF USING TROGLITAZONE TO TREAT IMPAIRED GLUCOSE TOLERANCE TO PREVENT OR DELAY THE ONSET OF NONINSULIN-DEPENDENT DIABETES MELLITUS,2001
1701,U-164,METHOD OF USING TROGLITAZONE TO PREVENT OR DELAY THE ONSET OF NONINSULIN-DEPENDENT DIABETES MELLITUS IN A DEFINED POPULATION OF PATIENTS,2001
1702,U-165,TREATMENT OF SYMPTOMATIC BENIGN PROSTATIC HYPERPLASIA,2001
1703,U-166,TREATMENT OF H. PYLORI ASSOCIATED DUODENAL ULCER,2001
1704,U-167,METHOD FOR TREATING HIV-1 INFECTION,2001
1705,U-168,METHOD OF INHIBITING LIPOXYGENASE ACTIVITY IN A MAMMAL WHICH IS THE MODE OF ACTION IN THE TREATMENT OF ASTHMA,2001
1706,U-169,METHODS OF USING THE COMPOUND/DRUG PRODUCT AS A CONTRAST AGENT IN MAGNETIC RESONANCE IMAGING,2001
1707,U-170,METHOD OF OBTAINING AN MR IMAGE USING THE COMPOSITION/DRUG PRODUCT AS A CONTRAST AGENT,2001
1708,U-171,METHODS OF USING THE COMPOUND/DRUG PRODUCT AS AN ORAL CONTRAST AGENT IN MAGNETIC RESONANCE IMAGING OF THE GASTROINTESTINAL TRACT,2001
1709,U-172,TREATMENT OF GENITAL WARTS,2001
1710,U-173,ADMINISTRATION TO A HOST SUFFERING FROM GESTATIONAL DIABETES,2001
1711,U-174,USE AS AN ANTIHISTAMINE AGENT,2001
1712,U-175,METHOD OF TREATING MALIGNANT TUMORS,2001
1713,U-176,"METHOD OF TREATING A PATIENT SUFFERING FROM LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOSIS",2001
1714,U-177,FUNGICIDE,2001
1715,U-178,FACILITATED ADHERENCE OF AGENTS TO SKIN,2001
1716,U-179,ENHANCED CUTANEOUS PENETRATION OF A DERMALLY-APPLIED PHARMACOLOGICALLY ACTIVE AGENT,2001
1717,U-180,TREATMENT OF ADULT AND PEDIATRIC PATIENTS (OVER SIX MONTHS OF AGE) WITH ADVANCED HIV INFECTION,2001
1718,U-181,PRODUCING ALPHA ADRENERGIC ANTAGONISTIC ACTION IN A HOST,2001
1719,U-182,USE OF SALMETEROL IN PATIENTS WITH REVERSIBLE AIRWAY OBSTRUCTION,2001
1720,U-183,TREATMENT OF CONDITIONS CAUSED BY DISTURBANCE OF NEURONAL 5HT FUNCTION,2001
1721,U-184,TREATING ALLERGIC EYE DISEASES IN HUMANS,2001
1722,U-185,METHOD OF TREATING HYPERTENSION,2001
1723,U-186,METHOD FOR TREATING GI DISORDERS CAUSED BY H. PYLORI WHICH COMPRISES ADMINISTRATION OF RANITIDINE BISMUTH CITRATE AND CLARITHROMYCIN FOR A GREATER THAN ADDITIVE EFFECT,2001
1724,U-187,THERAPEUTIC TREATMENT OF CALCIFIC TUMORS,2001
1725,U-188,TREATMENT OF H. PYLORI ASSOCIATED DUODENAL ULCER,2001
1726,U-189,ENHANCEMENT OF THE BIOAVAILABILITY OF THE DRUG SUBSTANCE,2001
1727,U-190,USE OF RITONAVIR IN COMBINATION WITH ANY REVERSE TRANSCRIPTASE INHIBITOR,2001
1728,U-191,METHOD OF TREATMENT FOR CONTROLLING AND LOWERING INTRAOCULAR PRESSURE IN A HUMAN,2001
1729,U-192,USE IN TREATING ALLERGIC REACTIONS,2001
1730,U-193,PSORIASIS,2001
1731,U-194,TREATING AGINA PECTORIS AND HIGH BLOOD PRESSURE,2001
1732,U-195,METHOD FOR THE DIAGNOSIS OF GASTROINTESTINAL DISORDERS BY UREA ISOTOAC OR NITROGEN LABELED CARBON,2001
1733,U-196,TREATMENT OF METASTIC BREAST CANCER IN POSTMENOPAUSAL WOMEN WITH ESTROGEN RECEPTOR POSITIVE TUMORS,2001
1734,U-197,USE IN COMBINATION WITH CERTAIN LHRH ANALOGUES FOR THE TREATMENT OF ADVANCED PROSTATE CANCER,2001
1735,U-198,"TREATMENT METASTATIC CARCINOMA OF OVARY AFTER FIRST-LINE FAILURE OR SUBSEQUENT CHEMOTHERAPY, TREATMENT OF BREAST CANCER AFTER FAILURE OF COMBINATION CHEMOTHERAPY FOR METASTATIC DISEASE AND SECOND-LINE TREATMENT OF AIDS-RELATED KAPOSI’S SARCOMA",2001
1736,U-199,METHOD OF TREATING INFECTIOUS UPPER GI TRACT DISORDERS CAUSED BY CAMPYLOBACTER PYLORDIS INFECTION COMPRISING ADMINISTRATION OF A BISMUTH AGENT AND AN ANTIMICROBIAL AGENT,2001
1737,U-200,METHOD OF TREATING GI DISORDERS COMPRISING ADMINISTRATION OF A BISMUTH-CONTAINING AGENT AND H2 RECEPTOR BLOCKING ANTI-SECRETORY AGENT,2001
1738,U-201,METHOD OF TREATING GI DISORDERS COMPRISING ADMINISTRATION OF CAMPYLOBACTER-INHIBITING ANTIMICROBIAL AGENT AND H2 RECEPTOR BLOCKING ANTI-SECRETORY AGENT,2001
1739,U-202,METHOD OF TREATING PEPTIC ULCER DISEASE CAUSED BY CAMPYLOBACTER PYLORIDIS COMPRISING ORAL ADMINISTRATION OF 50 TO 5.000MG BISMUTH DAILY FOR 3-56 DAYS,2001
1740,U-203,TREATMENT OF ADVANCED BREAST CANCER IN POSTMENOPAUSAL WOMEN WITH DISEASE PROGRESSION FOLLOWING ANTIESTROGEN THERAPY,2001
1741,U-204,USE OF TAXOL IN COMBINATION WITH G-CSF FOR TREATMENT OF PATIENTS WITH AIDS-RELATED KAPOSI’S SARCOMA,2001
1742,U-205,METHOD FOR TREATING HEARTBURN,2001
1743,U-206,"METHOD OF USING FSH ALONE, WITHOUT THE PRESENCE OF EXOGENOUS LH, IN IN VITRO FERTILIZATION",2001
1744,U-207,USE AS NASAL SPRAY,2001
1745,U-208,VAGINAL ADMINISTRATION USING SPECIFIED FORMULATION,2001
1746,U-209,VAGINAL ADMINISTRATION OF PROGESTERONE USING SPECIFIED FORMULATION,2001
1747,U-210,METHOD OF TREATING CONGESTIVE HEART FAILURE,2001
1748,U-211,USE IN PATIENTS WITH REVERSIBLE AIRWAY OBSTRUCTION,2001
1749,U-212,METHOD OF TREATMENT OF PARKINSON’S DISEASE,2001
1750,U-213,METHOD OF INHIBITING CHOLESTEROL BIOSYNTHESIS AND TREATING HYPERCHOLESTEROLEMIA AND METHOD FOR TREATING HYPERLIPIDEMIA,2001
1751,U-214,USE AS A BLOOD GLUCOSE-LOWERING AGENT,2001
1752,U-215,TREATMENT OF EPILEPSY TWICE DAILY. TREATING A PATIENT BY ADMINISTERING CARBAMAZEPINE IN A DOSAGE FORM CAPABLE OF MAINTAINING BLOOD CONCENTRATION FROM 4-12MCG/ML OVER 12 HOURS,2001
1753,U-216,"TREATMENT OF ADENOCARCINOMA, INCLUDING STAGE B2-C, BY ADMINISTERING AN AGONIST OF LR-RH AND FLUTAMIDE",2001
1754,U-217,METHOD OF PRODUCING ANESTHESIA,2001
1755,U-218,METHOD FOR LIMITING THE POTENTIAL FOR MICROBIAL GROWTH IN THE DRUG PRODUCT,2001
1756,U-219,TREATMENT OF PARKISON’S DISEASE,2001
1757,U-220,METHOD OF DIAGNOSIS,2001
1758,U-221,SELECTIVE VASODILATION BY CONTINUOUS ADENOSINE INFUSION,2001
1759,U-222,METHOD OF TREATING PAGET’S DISEASE USING ACTONEL,2001
1760,U-223,TREATMENT OF BACTERIAL CONJUNCTIVITIS CAUSED BY SUSCEPTIBLE STRAINS OF MICROORGANISMS,2001
1761,U-224,CONTROLLING INTRAOCULAR PRESSURE,2001
1762,U-225,METHOD FOR DELIVERY,2001
1763,U-226,METHOD OF ENHANCING THE DISSOLUTION PROFILE OF A PHARMACEUTICAL FROM A SOLID DOSAGE FORM CONTAINING THE PHARMACEUTICAL AND SIMETHICONE,2001
1764,U-227,NASAL ADMINISTRATION,2001
1765,U-228,ASTHMA,2001
1766,U-229,CARDIAC INSUFFICIENCY (CONGESTIVE HEART FAILURE),2001
1767,U-230,PREVENTION OF ACUTE CARDIAC ISCHEMIC EVENTS,2001
1768,U-231,USE IN PARKINSON’S DISEASE,2001
1769,U-232,METHOD OF TREATING MIGRAINE,2001
1770,U-233,DECREASING MORTALITY CAUSED BY CONGESTIVE HEART FAILURE,2001
1771,U-234,METHOD OF USING RIBAVIRIN TO TREAT VIRAL INFECTIONS IN MAMMALS,2001
1772,U-235,METHOD OF MODULATING TH1 AND TH2 RESPONSE IN ACTIVATED T CELLS OF A HUMAN COMPRISING ADMINISTERING RIBAVIRIN TO THE T CELLS IN A DOSAGE WHICH PROMOTES THE TH1 RESPONSE AND SUPPRESSES THE TH2 RESPONSE,2001
1773,U-236,TREATING MALE PATTERN BALDNESS WITH 0.05 TO 3 MG/DAY,2001
1774,U-237,METHOD OF PERFORMING NMR IMAGING WITH A PATIENT COMPRISING ADMINISTERING TO THE PATIENT AN EFFECTIVE AMOUNT OF CONTRAST AGENT DISCLOSED IN THE CLAIMS,2001
1775,U-238,"IMAGING A BODY TISSUE AND SUBJECTING TO NMR TOMOGRAPHY, ADMINISTERING AN AMOUNT OF PHARMACEUTICAL AGENT FOR AFFECTING THE RELAXATION TIMES OF ATOMS IN BODY TISSUES UNDERGOING NMR DIAGNOSIS, WHEREBY THE IMAGE CONTRAST IN ENHANCED....",2001
1776,U-239,"TREATING OR CONTROLLING OCULAR INFLAMMATION WHICH COMPRISES TOPICALLY ADMINISTERING TO THE AFFECTED EYE A COMPOSITION COMPRISING AN NSAID, A POLYMERIC QUATERNARY AMMONIUM COMPOUND AND BORIC ACID",2001
1777,U-240,TREATMENT OF ACUTE MIGRAINE ATTACKS,2001
1778,U-241,"FOR SHORT-TERM TREATMENT ACTIVE DUODENAL ULCER, MAINTENANCE THERAPY FOR DUODENAL ULCER PATIENTS AT REDUCED DOSAGE AFTER HEALING OF ACTIVE ULCER, SHORT- TERM TREATMENT ACTIVE BENIGN GASTRIC ULCER & GERD, PATHOLOGICAL HYPERSECRETORY CONDITIONS",2001
1779,U-242,USE OF FOLLITROPIN ALPHA ALONE IN IN-VITRO FERTILIZATION,2001
1780,U-243,TOPICAL ADMINISTRATION,2001
1781,U-244,PLATELET AGGREGATION INHIBITORS,2001
1782,U-245,TREATMENT OF SEBORRHEA DERMATITIS IN HUMANS,2001
1783,U-246,PHOSPHATE BINDING,2001
1784,U-247,TREATMENT OF RHEUMATOID ARTHRITIS,2001
1785,U-248,TREATMENT OF HIV,2001
1786,U-249,METHOD OF TREATING ALLERGIC OR NON-ALLERGIC RHINITIS IN PATIENTS BY ADMINISTERING AEROSOLIZED PARTICLES OF MOMETASONE FUROATE,2001
1787,U-250,TREATMENT OF HEPATITIS B INFECTION,2001
1788,U-251,USE OF TROGLITAZONE IN COMBINATION WITH SULFONYLUREAS IN THE TREATMENT OF TYPE II DIABETES,2001
1789,U-252,METHOD OF TREATING A HUMAN SUBJECT HAVING GAUCHER’S DISEASE,2001
1790,U-253,ORAL TRANSMUCOSAL USE,2001
1791,U-254,USE OF AGGRASTAT IN COMBINATION WITH HEPARIN,2001
1792,U-255,IMPROVED WAKEFULNESS IN PATIENTS WITH EXCESSIVE DAYTIME SLEEPINESS ASSOCIATED WITH NARCOLEPSY,2001
1793,U-256,TREATMENT OF HIV INFECITON IN COMBINATION WITH ONE OR MORE ADDITIONAL HIV ANTIVIRAL AGENTS,2001
1794,U-257,TREATMENT OF HIV INFECTION,2001
1795,U-258,TREATMENT OF NEURODEGENERATIVE DISEASES,2001
1796,U-259,TREATMENT OF ANDROGENIC ALOPECIA BY ORAL ADMINISTRATION OF DRUG SUBSTANCE,2001
1797,U-260,REDUCTION OF INTRAOCULAR PRESSURE IN PATIENTS WITH OPEN ANGLE GLAUCOMA AND OCULAR HYPERTENSION WHO ARE INTOLERANT OF OTHER IOP LOWERING MEDICATIONS OR INSUFFICIENTLY RESPONSIVE TO ANOTHER IOP LOWERING MEDICATION,2001
1798,U-261,"TREATING BENIGN PROSTATIC HYPERPLASIA WITH A GENUS OF COMPOUNDS, INCLUDING FINASTERIDE",2001
1799,U-262,TREATING BENIGN PROSTATIC HYPERTROPHY WITH FINASTERIDE,2001
1800,U-263,METHOD OF TREATING A MALIGNANT CONDITION THROUGH INTRAVASCULAR ADMINISTRATION OF BUSULFAN. METHOD FOR TREATING LEUKEMIA OR LYMPHOMA IN A PATIENT UNDERGOING A BONE MARROW TRANSPLANT THROUGH INTRAVENOUS ADMINISTRATION OF BUSULFAN.,2001
1801,U-264,METHOD OF TREATING A MALIGNANT DISEASE THROUGH PARENTERAL ADMINISTRATION OF BUSULFAN. METHOD FOR TREATING A PATIENT UNDERGOING A BONE MARROW TRANSPLANT THROUGH INTRAVASCULAR ADMINISTRATION OF BUSULFAN.,2001
1802,U-265,USE AS A LAXATIVE,2001
1803,U-266,RELIEF OF THE SIGNS AND SYMPTOMS OF OSTEOARTHRITIS; MANAGEMENT OF ACUTE PAIN IN ADULTS; TREATMENT OF PRIMARY DYSMENORRHEA,2001
1804,U-267,METHOD FOR PREVENTING HEARTBURN,2001
1805,U-268,ACROMEGALY,2001
1806,U-269,EXCESS GH-SECRETION OR GASTRO-INTESTINAL DISORDERS,2001
1807,U-270,METHOD FOR IMPROVING THE TIME FOR ADMINISTRATION OR THE TIME BETWEEN CHANGES OF GIVING SETS FOR THE DRUG PRODUCT,2001
1808,U-271,METHOD OF TREATING TUMORS,2001
1809,U-272,METHOD OF TREATING CARCINOMA,2001
1810,U-273,CUTANEOUS T-CELL LYMPHOMA,2001
1811,U-274,ZANAMIVIR FOR INHALATION,2001
1812,U-275,METHOD OF USE OF THE DRUG SUBSTANCE,2001
1813,U-276,METHOD OF USE OF LEVOBUPIVACAINE,2001
1814,U-277,"NEUROLOGICAL AND OTHER DISORDERS (TREATMENT OF EPILEPSY, BID ORAL DOSING)",2001
1815,U-278,METHOD OF USE OF THE INDICATION OF THE DRUG PRODUCT,2001
1816,U-279,METHOD OF USE OF THE APPROVED PRODUCT,2001
1817,U-280,TREATING PRECIPITATED ACUTE URINARY RETENTION WITH FINASTERIDE,2001
1818,U-281,"ANTIMYCOTIC USES, SPECIFICALLY, TREATMENT OF ONYCHOMYCOSIS",2001
1819,U-282,METHOD OF TREATING BACTERIAL INFECTIONS,2001
1820,U-283,METHOD FOR TREATING MENOPAUSAL SYMPTOMS IN A POSTMENOPAUSAL FEMALE,2001
1821,U-284,"MENOPAUSAL AND POSTMENOPAUSAL DISORDERS (INCLUDING VASOMOTOR SYMPTOMS ASSOCIATED WITH MENOPAUSE, AND VULVAR AND VAGINAL ATROPHY) AND OSTEOPOROSIS",2001
1822,U-285,DEPRESSION AND SOCIAL ANXIETY DISORDER/SOCIAL PHOBIA,2001
1823,U-286,DEPRESSION,2001
1824,U-287,TREATMENT OR PREVENTION OF OSTEOPOROSIS,2001
1825,U-288,THERAPY OF INFLUENZA,2001
1826,U-289,TREATMENT OF NON-HYPERKERATOTIC ACTINIC KERATOSES OF FACE AND SCALP,2001
1827,U-290,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS),2001
1828,U-291,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH CYCLOSPORIN,2001
1829,U-292,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH AZATHIOPRINE,2001
1830,U-293,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH A CORTICOSTEROID,2001
1831,U-294,TREATMENT OF HYPERPIGMENTARY DISORDERS,2001
1832,U-295,TREATMENT OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS SYMPTOMS,2001
1833,U-296,"TREATING MIGRAINE PAIN AND ONE OR MORE OF A CLUSTER OF SYMPTOMS CHARACTERISTIC OF A MIGRAINE ATTACK SYMPTOMS BEING SELECTED FROM PHOTOPHOBIA, PHONOPHOBIA, NAUSEA AND FUNCTIONAL DISABILITY",2001
1834,U-297,PREVENTION OR TREATMENT OF REVERSIBLE VASOCONSTRICTION BY THE INHALATION OF NITRIC OXIDE WITH AN OXYGEN CONTAINING GAS,2001
1835,U-298,METHOD OF COMBATING BACTERIA IN A PATIENT,2001
1836,U-299,TREATMENT OF ADENOMATOUS POLYPS,2001
1837,U-300,INDICATED FOR THE REDUCTION OF ELEVATED TOTAL AND LDL CHOLESTEROL LEVELS IN PATIENTS WITH PRIMARY HYPERCHOLESTEROLEMIA,2001
1838,U-301,USE OF TROGLITAZONE IN COMBINATION WITH SULFONYLUREAS AND BIGUANIDES IN THE TREATMENT OF TYPE II DIABETES,2001
1839,U-302,TO REDUCE THE RISK OF STROKE IN PATIENTS WHO HAVE HAD TRANSIENT ISCHEMIA OF THE BRAIN OR COMPLETED ISCHEMIC STROKE DUE TO THROMBOSIS,2001
1840,U-303,"METHOD OF USE PATENT-PRODUCT APPROVED FOR TREATMENT OF OSTEOPORISIS, PAGET’S DISEASE, PREVENTION AND TREATMENT OF GLUCOCORTICOID-INDUCED OSTEOPOROSIS",2001
1841,U-304,A METHOD OF TREATMENT OF A CONDITION INVOLVING AN ANTIBODY ANTIGEN REACTION,2001
1842,U-305,METHODS FOR USING THE DRUG PRODUCT,2001
1843,U-306,TREATMENT OF POST-MENOPAUSAL UROGENITAL SYMPTOMS ASSOCIATED WITH ESTROGEN DEFICIENCY,2001
1844,U-307,"CLAIMS AN OLANZAPINE POLYMORPH USEFUL FOR TREATING ANY NUMBER OF LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOSES, EMPLOYING OLANZAPINE AS PER THE INDICATION OF THIS NDA",2001
1845,U-308,"CLAIMS A SOLID ORAL FORMULATION INCLUDING TABLETS AND GRANULES OF OLANZAPINE USEFUL FOR TREATING ANY NUMBER OF LISTED CONDITIONS, INCLUDING SPECIFIC PSYCHOSES, EMPLOYING OLANZAPINE AS PER THE INDICATION OF THIS NDA",2001
1846,U-309,TREATING SJOEGREN SYNDROME,2001
1847,U-310,TREATMENT OF XEROSTOMIA,2001
1848,U-311,HORMONE REPLACEMENT,2001
1849,U-312,PANIC DISORDER OBSESSIVE-COMPULSIVE DISORDER POSTTRAUMATIC STRESS DISORDER,2001
1850,U-313,TREATMENT OF CONGESTIVE HEART FAILURE,2001
1851,U-314,METHOD FOR TREATING HYPERPARATHYROIDISM WHICH COMPRISES SUPPRESSING PARATHYROID ACTIVITY,2001
1852,U-315,METHOD FOR ADMINISTERING DRUG TO GASTROINTESTINAL TRACT,2001
1853,U-316,METHOD OF TREATING A SUBJECT SUFFERING FROM PROSTATE CANCER,2001
1854,U-317,METHOD OF USING TROGLITAZONE TO TREAT PATIENTS HAVING INSULIN RESISTANCE,2001
1855,U-318,"TREATMENT OF PATIENTS WITH AN OVERACTIVE BLADDER WITH SYMPTOMS OF URINARY FREQUENCY, URGENCY, OR URGE INCONTINENCE",2001
1856,U-319,TREATMENT OF MICROBIAL INFECTIONS,2001
1857,U-320,INHIBITING OR ELIMINATING ACUTE MYELOID LEUKEMIA,2001
1858,U-321,REDUCTION OF ELEVATED IPTH LEVELS IN THE MGT OF SECONDARY HYPERPARATHYROIDISM IN PATIENTS UNDERGONG CHRONIC RENAL DIALYSIS,2001
1859,U-322,TREATMENT OF ALZHEIMER’S DEMENTIA,2001
1860,U-323,USE AS A BILE ACID SEQUESTRANT,2001
1861,U-324,"METHOD OF TREATING AN ANIMAL, INCLUDING A HUMAN, SUFFERING FROM OR SUSCEPTIBLE TO PSYCHOSIS OR ACUTE MANIA EMPLOYING OLANZAPINE",2001
1862,U-325,"METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF LISTED CONDITIONS, INCLUDING ""BIPOLAR DISORDER NOS” EMPLOYING OLANZAPINE",2001
1863,U-326,METHOD OF TREATING SCHIZOPHRENIA AND BIPOLAR DISORDER,2001
1864,U-327,METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF LISTED PSYCHOTIC CONDITIONS EMPLOYING OLANZAPINE,2001
1865,U-328,"METHOD OF TREATING A PATIENT SUFFERING FROM ANY OF A NUMBER OF LISTED CONDITIONS INCLUDING ""A PSYCHOTIC CONDITION"" EMPLOYING AN OLANZAPINE POLYMORPH",2001
1866,U-329,"USE OF AVANDIA AS MONOTHERAPY, IN COMBINATION WITH METFORMIN, AND IN COMBINATION WITH SULFONYLUREAS TO IMPROVE GLYCEMIC CONTROL IN PATIENTS WITH TYPE 2 DIABETES MELLITUS",2001
1867,U-330,TREATMENT OF NAUSEA AND VOMITING,2001
1868,U-331,METHOD OF TREATING HYPERLIPIDEMIA WITH NICOTINIC ACID BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT,2001
1869,U-332,TREATMENT OR PREVENTION OF BRONCHOSPASM,2001
1870,U-333,METHOD OF TREATING OCULAR HYPERTENSION,2001
1871,U-334,TREATMENT OF EXCESSIVE FEMALE FACIAL HAIR,2001
1872,U-335,USE OF PRAVASTATIN SODIUM FOR SECONDARY PREVENTION OF CORONARY EVENTS IN MEN AND WOMEN WHO HAVE HAD A MYOCARDIAL INFARCTION AND HAVE NORMAL CHOLESTEROL LEVELS,2001
1873,U-336,DIAGNOSTIC RADIOIMAGING,2001
1874,U-337,USE OF CARDIOLITEZMIRALUMA KIT FOR THE PREPARATION OF TC99M SESTAMIBI,2001
1875,U-338,"METHODS FOR TREATING DISTURBANCES OF MOOD, DISTURBANCES OF APPETITE, DEPRESSED MOOD, OR CARBOHYDRATE CRAVING ALL ASSOCIATED WITH PREMENSTRUAL SYNDROME",2001
1876,U-339,PREVENTION OF CARDIO-TOXICITY CAUSED BY THE ADMINISTRATION OF DOXORUBICIN,2001
1877,U-340,THE LONG TERM TREATMENT OF GROWTH FAILURE DUE TO LACK OF ADEQUATE ENDOGENOUS GROWTH HORMONE SECRETION IN CHILDREN,2001
1878,U-341,METHOD FOR ENHANCING THE TREATMENT OF ... LATE LUTEAL PHASE DYSPHORIC DISORDER,2001
1879,U-342,METHOD FOR TREATMENT OF LATE LUTEAL PHASE DYSPHORIC DISORDER,2001
1880,U-343,"REDUCTION OF INTESTINAL GAS, CRAMPING AND ANORECTAL IRRITATION",2001
1881,U-344,METHOD FOR INHIBITING HIV INFECTION BY ADMINISTERING RITONAVIR IN COMBINATION WITH ANOTHER HIV PROTEASE INHIBITOR,2001
1882,U-345,RITONAVIR AND ANOTHER HIV PROTEASE INHIBITOR FOR CONCOMITANT ADMINISTRATION FOR THE TREATMENT OF AN HIV INFECTION,2001
1883,U-346,METHOD FOR INHIBITING CYTOCHROME P450 MONOOXYGENASE WITH RITONAVIR AND A METHOD FOR IMPROVING THE PHARMCOKINETICS OF A DRUG THAT IS METABOLIZED BY CYTOCHROME P450 MONOOXYGENASE BY ADMIN THE DRUG AND RITONAVIR,2001
1884,U-347,METHOD OF USE IN COMBINATION WITH REVERSE TRANSCRIPTASE INHIBITORS,2001
1885,U-348,METHOD OF USE FOR INHIBITING HIV INFECTION,2001
1886,U-349,METHOD OF USE WHICH IS SUBJECT OF THE APPLICATION,2001
1887,U-350,PREPARATION OF A PHARMACEUTICAL COMPOSITION FOR CONCOMITANT ADMIN WITH A REVERSE TRANSCRIPTASE INHIBITOR,2001
1888,U-351,INHIBITING PROTEASE WITH LOPINAVIR AND INHIBITING AN HIV INFECTION WITH LOPINAVIR,2001
1889,U-352,INHIBITING HIV INFECTION BY ADMINISTERING RITONAVIR IN COMBINATION WITH A REVERSE TRANSCRIPTASE INHIBITOR,2001
1890,U-353,PREVENTION AND TREATMENT OF OSTEOPOROSIS,2001
